timestamp_ms,sample_index,ldr_raw,led_state,active_mode,scenario_tag
51800,518,0,0,1,steady_dark
51900,519,0,0,1,steady_dark
52000,520,0,0,1,steady_dark
52100,521,0,0,1,steady_dark
52200,522,0,0,1,steady_dark
52300,523,0,0,1,steady_dark
52400,524,0,0,1,steady_dark
52500,525,0,0,1,steady_dark
52600,526,0,0,1,steady_dark
52700,527,0,0,1,steady_dark
52800,528,0,0,1,steady_dark
52900,529,0,0,1,steady_dark
53000,530,0,0,1,steady_dark
53100,531,0,0,1,steady_dark
53200,532,0,0,1,steady_dark
53300,533,0,0,1,steady_dark
53400,534,0,0,1,steady_dark
53500,535,0,1,1,steady_dark
53600,536,0,1,1,steady_dark
53700,537,0,1,1,steady_dark
53800,538,0,1,1,steady_dark
53900,539,0,1,1,steady_dark
54000,540,0,1,1,steady_dark
54100,541,0,1,1,steady_dark
54200,542,0,1,1,steady_dark
54300,543,0,1,1,steady_dark
54400,544,0,1,1,steady_dark
54500,545,0,0,1,steady_dark
54600,546,0,0,1,steady_dark
54700,547,0,0,1,steady_dark
54800,548,0,0,1,steady_dark
54900,549,0,0,1,steady_dark
55000,550,0,0,1,steady_dark
55100,551,0,0,1,steady_dark
55200,552,0,0,1,steady_dark
55300,553,0,0,1,steady_dark
55400,554,0,0,1,steady_dark
55500,555,0,0,1,steady_dark
55600,556,0,0,1,steady_dark
55700,557,0,0,1,steady_dark
55800,558,0,0,1,steady_dark
55900,559,0,0,1,steady_dark
56000,560,0,0,1,steady_dark
56100,561,0,0,1,steady_dark
56200,562,0,0,1,steady_dark
56300,563,0,0,1,steady_dark
56400,564,0,0,1,steady_dark
56500,565,0,0,1,steady_dark
56600,566,0,0,1,steady_dark
56700,567,0,0,1,steady_dark
56800,568,0,0,1,steady_dark
56900,569,0,0,1,steady_dark
57000,570,0,0,1,steady_dark
57100,571,0,0,1,steady_dark
57200,572,0,1,1,steady_dark
57300,573,0,1,1,steady_dark
57400,574,0,1,1,steady_dark
57500,575,0,1,1,steady_dark
57600,576,0,1,1,steady_dark
57700,577,0,1,1,steady_dark
57800,578,0,1,1,steady_dark
57900,579,0,1,1,steady_dark
58000,580,0,1,1,steady_dark
58100,581,0,1,1,steady_dark
58200,582,0,1,1,steady_dark
58300,583,0,0,1,steady_dark
58400,584,0,0,1,steady_dark
58500,585,0,0,1,steady_dark
58600,586,0,0,1,steady_dark
58700,587,0,0,1,steady_dark
58800,588,0,0,1,steady_dark
58900,589,0,0,1,steady_dark
59000,590,0,0,1,steady_dark
59100,591,0,0,1,steady_dark
59200,592,0,0,1,steady_dark
59300,593,0,0,1,steady_dark
